year,area,concept,books,metric,value
2000,EU28,reading_score,26_100,mean,490.771217099527
2000,EU28,reading_score,26_100,mean_se,1.24758806595722
2000,EU28,reading_score,more_500,mean,541.788057604179
2000,EU28,reading_score,more_500,mean_se,1.77231922767581
2003,AUT,math_score,0_10,mean,432.951361666366
2003,AUT,math_score,0_10,mean_se,23.1171550233687
2003,AUT,math_score,101_200,mean,522.514509090463
2003,AUT,math_score,101_200,mean_se,14.2952482813848
2003,AUT,math_score,11_25,mean,462.79962277041
2003,AUT,math_score,11_25,mean_se,19.6895974250581
2003,AUT,math_score,201_500,mean,567.856067070107
2003,AUT,math_score,201_500,mean_se,21.7616136900394
2003,AUT,math_score,26_100,mean,502.638740874967
2003,AUT,math_score,26_100,mean_se,8.43268041020398
2003,AUT,math_score,more_500,mean,559.660328372273
2003,AUT,math_score,more_500,mean_se,27.5875415911225
2003,AUT,reading_score,0_10,mean,399.353089144576
